Year,Інфекційні захворювання,Вік,Область,Value
2019,Туберкульоз,до 1 року,Одеська,84.3
2019,Поліомієліт,до 1 року,Одеська,67.3
2019,Поліомієліт,18 місяців,Одеська,67.3
2019,Поліомієліт,6 років,Одеська,68.9
2019,Поліомієліт,14 років,Одеська,74.5
2019,"Дифтерія, правець",до 1 року,Одеська,72.1
2019,Кашлюк,до 1 року,Одеська,72.1
2019,"Дифтерія, правець",18 місяців,Одеська,71.9
2019,Кашлюк,18 місяців,Одеська,71.9
2019,"Дифтерія, правець",6 років,Одеська,68.6
2019,"Дифтерія, правець",дорослі,Одеська,64.5
2019,"Кір, паротит, краснуха",1 рік,Одеська,86.8
2019,"Кір, паротит, краснуха",6 років,Одеська,84.2
2019,Гепатит В,до 1 року,Одеська,60.1
2019,Туберкульоз,до 1 року,Полтавська,95.6
2019,Поліомієліт,до 1 року,Полтавська,94.0
2019,Поліомієліт,18 місяців,Полтавська,93.2
2019,Поліомієліт,6 років,Полтавська,94.5
2019,Поліомієліт,14 років,Полтавська,94.7
2019,"Дифтерія, правець",до 1 року,Полтавська,92.5
2019,Кашлюк,до 1 року,Полтавська,92.5
2019,"Дифтерія, правець",18 місяців,Полтавська,92.6
2019,Кашлюк,18 місяців,Полтавська,92.6
2019,"Дифтерія, правець",6 років,Полтавська,87.2
2019,"Дифтерія, правець",дорослі,Полтавська,99.7
2019,"Кір, паротит, краснуха",1 рік,Полтавська,97.0
2019,"Кір, паротит, краснуха",6 років,Полтавська,95.2
2019,Гепатит В,до 1 року,Полтавська,93.7
2019,Туберкульоз,до 1 року,Рівненська,91.1
2019,Поліомієліт,до 1 року,Рівненська,63.8
2019,Поліомієліт,18 місяців,Рівненська,67.6
2019,Поліомієліт,6 років,Рівненська,73.9
2019,Поліомієліт,14 років,Рівненська,74.7
2019,"Дифтерія, правець",до 1 року,Рівненська,72.2
2019,Кашлюк,до 1 року,Рівненська,72.2
2019,"Дифтерія, правець",18 місяців,Рівненська,76.2
2019,Кашлюк,18 місяців,Рівненська,76.2
2019,"Дифтерія, правець",6 років,Рівненська,69.9
2019,"Дифтерія, правець",дорослі,Рівненська,63.9
2019,"Кір, паротит, краснуха",1 рік,Рівненська,84.9
2019,"Кір, паротит, краснуха",6 років,Рівненська,91.3
2019,Гепатит В,до 1 року,Рівненська,61.1
2019,Туберкульоз,до 1 року,Сумська,95.7
2019,Поліомієліт,до 1 року,Сумська,95.1
2019,Поліомієліт,18 місяців,Сумська,97.4
2019,Поліомієліт,6 років,Сумська,94.3
2019,Поліомієліт,14 років,Сумська,96.3
2019,"Дифтерія, правець",до 1 року,Сумська,90.1
2019,Кашлюк,до 1 року,Сумська,90.1
2019,"Дифтерія, правець",18 місяців,Сумська,88.2
2019,Кашлюк,18 місяців,Сумська,88.2
2019,"Дифтерія, правець",6 років,Сумська,92.3
2019,"Дифтерія, правець",дорослі,Сумська,75.3
2019,"Кір, паротит, краснуха",1 рік,Сумська,93.4
2019,"Кір, паротит, краснуха",6 років,Сумська,93.4
2019,Гепатит В,до 1 року,Сумська,91.6
2019,Туберкульоз,до 1 року,Тернопільська,87.2
2019,Поліомієліт,до 1 року,Тернопільська,87.4
2019,Поліомієліт,18 місяців,Тернопільська,86.2
2019,Поліомієліт,6 років,Тернопільська,89.1
2019,Поліомієліт,14 років,Тернопільська,90.5
2019,"Дифтерія, правець",до 1 року,Тернопільська,88.8
2019,Кашлюк,до 1 року,Тернопільська,88.8
2019,"Дифтерія, правець",18 місяців,Тернопільська,87.6
2019,Кашлюк,18 місяців,Тернопільська,87.6
2019,"Дифтерія, правець",6 років,Тернопільська,76.0
2019,"Дифтерія, правець",дорослі,Тернопільська,95.9
2019,"Кір, паротит, краснуха",1 рік,Тернопільська,97.1
2019,"Кір, паротит, краснуха",6 років,Тернопільська,95.8
2019,Гепатит В,до 1 року,Тернопільська,71.8
2019,Туберкульоз,до 1 року,Харківська,86.2
2019,Поліомієліт,до 1 року,Харківська,71.3
2019,Поліомієліт,18 місяців,Харківська,76.5
2019,Поліомієліт,6 років,Харківська,80.7
2019,Поліомієліт,14 років,Харківська,81.5
2019,"Дифтерія, правець",до 1 року,Харківська,73.0
2019,Кашлюк,до 1 року,Харківська,73.0
2019,"Дифтерія, правець",18 місяців,Харківська,71.8
2019,Кашлюк,18 місяців,Харківська,71.8
2019,"Дифтерія, правець",6 років,Харківська,77.4
2019,"Дифтерія, правець",дорослі,Харківська,75.5
2019,"Кір, паротит, краснуха",1 рік,Харківська,98.4
2019,"Кір, паротит, краснуха",6 років,Харківська,89.4
2019,Гепатит В,до 1 року,Харківська,76.1
2019,Туберкульоз,до 1 року,Херсонська,83.6
2019,Поліомієліт,до 1 року,Херсонська,69.2
2019,Поліомієліт,18 місяців,Херсонська,69.7
2019,Поліомієліт,6 років,Херсонська,87.5
2019,Поліомієліт,14 років,Херсонська,85.7
2019,"Дифтерія, правець",до 1 року,Херсонська,77.7
2019,Кашлюк,до 1 року,Херсонська,77.7
2019,"Дифтерія, правець",18 місяців,Херсонська,73.8
2019,Кашлюк,18 місяців,Херсонська,73.8
2019,"Дифтерія, правець",6 років,Херсонська,90.4
2019,"Дифтерія, правець",дорослі,Херсонська,96.1
2019,"Кір, паротит, краснуха",1 рік,Херсонська,87.0
2019,"Кір, паротит, краснуха",6 років,Херсонська,95.1
2019,Гепатит В,до 1 року,Херсонська,73.6
2019,Туберкульоз,до 1 року,Хмельницька,96.5
2019,Поліомієліт,до 1 року,Хмельницька,86.6
2019,Поліомієліт,18 місяців,Хмельницька,86.7
2019,Поліомієліт,6 років,Хмельницька,90.1
2019,Поліомієліт,14 років,Хмельницька,94.2
2019,"Дифтерія, правець",до 1 року,Хмельницька,87.1
2019,Кашлюк,до 1 року,Хмельницька,87.1
